ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
29,Present,Valerietown,Still,200,23,2023-08-17T00:00:00Z,Michelle Mitchell,paul02@example.com,2661673098,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Sin comentario,72
12,Kitchen,Courtneymouth,Despite,2500,27,2023-07-08T00:00:00Z,Susan Harvey,eric87@example.org,339100428204920,"37970 Hudson Falls Downshaven, PA 58533",efectivo,En camino,Sin comentario,25
30,Kitchen,Lake Juan,Budget,1600,18,2022-12-04T00:00:00Z,Sharon!lowe,karaware@example.net,0010962368217,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Sin comentario,87
24,Present,New Reginaldmouth,North,700,11,2023-01-04T00:00:00Z,Andrew Mitchell,brianboyd@example.org,4914742586,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,En camino,Sin comentario,38
27,Owner,Jessechester,Group,300,14,2023-09-13T00:00:00Z,Robert Bryant,sandersbeth@example.org,6128211834900,"7474 Sean Pine Frazierchester, OK 57469",efectivo,Entregado,Sin comentario,28
21,Administration,East Janicemouth,Leg,2300,21,2023-09-23T00:00:00Z,Jennifer Holmes,powersjimmy@example.org,339100428204920,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Sin comentario,97
27,Owner,Brendanberg,Movement,2000,8,2023-07-15T00:00:00Z,Samantha Parker,lharmon@example.net,001594337542187814,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Producto defectuoso,43
10,Firm,West Charles,Exist,1500,21,2023-11-20T00:00:00Z,Samantha Parker,dhuber@example.com,2805046212,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,En camino,Producto defectuoso,24
18,Factor,Nguyenshire,Popular,800,11,2023-01-14T00:00:00Z,Charles Williams,powersjimmy@example.org,1753175834,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",efectivo,En camino,Sin comentario,54
27,Song,South Timothyberg,Forward,300,8,2023-06-06T00:00:00Z,Jessica Davis,schmidtkrystal@example.org,0010962368217,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Producto defectuoso,24
27,Home,Briannaport,Tv,1500,8,2023-10-15T00:00:00Z,.Crystal Chambers,briangonzales@example.net,525-194-7529,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Sin comentario,19
16,Kitchen,South Thomas,Despite,2800,30,2023-01-18T00:00:00Z,Juan Manning,harperdanielle@example.net,557.193.8141,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,87
29,Trade,Nguyenshire,At,1500,24,2023-09-01T00:00:00Z,Charles Williams,matthew29@example.com,8708608083698,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,28
29,Kitchen,Kevinton,Matter,200,13,2023-06-28T00:00:00Z,Daniel Garcia,matthew29@example.com,6128211834900,USS Fuller FPO AA 30334,tarjeta,Entregado,Sin comentario,25
11,Home,Jessechester,Tv,900,22,2023-07-08T00:00:00Z,.Charles Williams,matthew29@example.com,001-890-231-3672x1535,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,Entregado,Producto defectuoso,49
11,Home,Courtneymouth,Step,900,12,2023-06-06T00:00:00Z,Dr. Monica Woods,paul49@example.net,001419330387387349,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,27
26,Factor,Valerietown,Leg,700,7,2023-04-14T00:00:00Z,Karl Cardenas,ydavid@example.com,369.774.6572x373,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,En camino,Producto defectuoso,74
22,Trade,North Brittney,Exist,700,7,2023-06-17T00:00:00Z,samantha Hodges,cwilliams@example.com,001-557-543-1910,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,12
10,Owner,Port Kelly,Popular,1100,25,2023-06-07T00:00:00Z,adam Mueller,rdaugherty@example.net,110559261937727,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Sin comentario,74
19,Trade,East Brittany,Individual,2800,12,2023-01-04T00:00:00Z,Michelle Mitchell,sandersbeth@example.org,8572628794,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,En camino,Sin comentario,28
16,Six,North Brittney,Say,1100,28,2023-05-05T00:00:00Z,Susan Harvey,schmidtkrystal@example.org,4914742586,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Sin comentario,12
3,Professor,Trujillofort,Group,600,16,2023-07-15T00:00:00Z,karl Cardenas,wliu@example.net,0013389556200,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,Entregado,Sin comentario,12
10,Present,Jessechester,Letter,1600,15,2023-08-17T00:00:00Z,Alan Bird.,rbrown@example.org,8572628794,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Sin comentario,42
6,Factor,Lake Juan,Group,800,22,2023-06-07T00:00:00Z,Samantha Hodges.,eric24@example.com,5098210932647,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,Entregado,Producto defectuoso,55
19,Administration,Andrewside,Spring,2500,18,2023-06-21T00:00:00Z,Juan Manning,estesjon@example.org,641-800-6599x2234,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Sin comentario,27
17,Under,Milesburgh,North,2100,22,2023-08-27T00:00:00Z,Sean Mitchell,steelejulian@example.net,8572628794,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",efectivo,Entregado,Producto defectuoso,49
20,Choice,Susanton,Set,2500,15,2023-07-25T00:00:00Z,andrew Mitchell,lweaver@example.org,6304696433,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,En camino,Producto defectuoso,53
27,Wait,East Leah,Rich,2400,12,2023-11-20T00:00:00Z,Jessica Davis,briangonzales@example.net,001-890-231-3672x1535,"PSC 2182, Box 8243 APO AP 79039",efectivo,Entregado,Producto defectuoso,19
2,Wait,Jessechester,Industry,1100,23,2023-01-14T00:00:00Z,.Brittney Guerra,krystalmcdaniel@example.org,4914742586,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Producto defectuoso,21
29,Kitchen,Vasquezborough,Much,1600,11,2023-03-22T00:00:00Z,Robert Bryant,matthew29@example.com,001-236-332-5014x39284,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,Entregado,Sin comentario,88
20,If,Trujillofort,Whom,700,11,2023-01-04T00:00:00Z,Susan Harvey,edward94@example.org,372.568.4886x317,"507 Johnson Port Banksshire, AK 72140",tarjeta,Entregado,Producto defectuoso,21
23,Focus,South Timothyberg,Forward,2400,11,2023-08-27T00:00:00Z,Dr. Monica Woods,ydavid@example.com,372.568.4886x317,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,En camino,Sin comentario,88
16,Door,Nguyenshire,Whom,1300,23,2023-06-28T00:00:00Z,Lisa Stafford,rbrown@example.org,475336070987999,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,En camino,Sin comentario,39
10,Firm,Milesburgh,Pay,700,22,2023-06-21T00:00:00Z,Cynthia Hayes,dhuber@example.com,3143257035737,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Producto defectuoso,97
7,If,Courtneymouth,Pay,300,10,2023-01-18T00:00:00Z,Benjamin Chan,rdaugherty@example.net,001-236-332-5014x39284,"507 Johnson Port Banksshire, AK 72140",tarjeta,En camino,Producto defectuoso,78
17,Choice,South Thomas,Despite,800,29,2023-08-13T00:00:00Z,Andrew Mitchell,powersjimmy@example.org,001594337542187814,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Producto defectuoso,4
7,Factor,Vasquezborough,Forward,2100,26,2023-09-12T00:00:00Z,Angela Taylor,parkerandrew@example.org,621875126511205,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,Entregado,Producto defectuoso,74
20,Wait,New Reginaldmouth,North,900,26,2023-05-06T00:00:00Z,Samantha Hodges.,cwilliams@example.com,0013389556200,"507 Johnson Port Banksshire, AK 72140",tarjeta,Entregado,Producto defectuoso,19
30,Focus,North Thomastown,Matter,700,13,2023-09-01T00:00:00Z,Karl Cardenas,rdaugherty@example.net,372.568.4886x317,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,14
29,Create,Courtneymouth,Whom,700,9,2023-08-17T00:00:00Z,Samantha Hodges,david09@example.com,2661673098,"29340 Murphy Parkway North Robert, KS 42070",efectivo,Entregado,Producto defectuoso,78
4,Home,Vasquezborough,Exist,2300,21,2023-03-22T00:00:00Z,carla Orozco,paul49@example.net,557.193.8141,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Producto defectuoso,53
3,Just,Nguyenshire,Grow,900,22,2023-09-01T00:00:00Z,Sharon Lowe,rbrown@example.org,0010962368217,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,En camino,Producto defectuoso,39
13,Professor,Nguyenshire,Still,200,26,2023-06-28T00:00:00Z,Kelsey Lopez,ydavid@example.com,6864990991,"50604 Anthony Villages New William, ME 95446",efectivo,En camino,Sin comentario,42
21,Under,Larrychester,Member,2600,11,2023-03-13T00:00:00Z,Cynthia Hayes,hornebeth@example.com,339100428204920,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,En camino,Sin comentario,54
23,Education,Kevinton,Finish,200,21,2023-05-05T00:00:00Z,mark Mays,vhill@example.org,6128211834900,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Sin comentario,24
2,Wait,Jodichester,Step,300,24,2023-09-01T00:00:00Z,Michelle Mitchell,parkerandrew@example.org,8572628794,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,En camino,Sin comentario,25
2,Six,Port Alexachester,Member,900,27,2023-10-15T00:00:00Z,Jessica Davis,edward94@example.org,8708608083698,USS Fuller FPO AA 30334,tarjeta,Entregado,Sin comentario,78
6,Create,New Reginaldmouth,North,2300,23,2023-08-17T00:00:00Z,Daniel Garcia,cwilliams@example.com,001-236-332-5014x39284,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,En camino,Producto defectuoso,83
17,Wait,North Thomastown,Rich,2300,28,2023-09-12T00:00:00Z,Dr. Monica Woods,david09@example.com,641-800-6599x2234,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,En camino,Sin comentario,72
19,Six,South Thomas,Popular,200,15,2023-06-17T00:00:00Z,Crystal Chambers,edward94@example.org,475336070987999,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,En camino,Sin comentario,42
10,Strategy,Valerietown,Leader,2400,8,2023-01-04T00:00:00Z,Susan Harvey,dhuber@example.com,369.774.6572x373,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Producto defectuoso,78
20,Dog,Valerietown,Tv,700,17,2022-12-04T00:00:00Z,Larry Welch,eric87@example.org,369.774.6572x373,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,Entregado,Producto defectuoso,14
10,Up,Andrewside,Tv,900,15,2023-07-10T00:00:00Z,David Norton,walkerraven@example.net,848-723-3346,"PSC 2182, Box 8243 APO AP 79039",efectivo,Entregado,Sin comentario,25
19,Education,East Jonathan,Leg,2500,21,2023-09-13T00:00:00Z,David Scott.,eric87@example.org,1753175834,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",efectivo,En camino,Producto defectuoso,97
2,Staff,Nguyenshire,Whom,1300,15,2023-01-04T00:00:00Z,Robert Bryant,estesjon@example.org,3143257035737,"025 Billy RowLisaside, AR 96338",efectivo,Entregado,Producto defectuoso,25
5,Under,South Timothyberg,Individual,2500,29,2023-01-14T00:00:00Z,Adam Mueller,lweaver@example.org,525-194-7529,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Producto defectuoso,88
21,Just,Briannaport,Budget,2000,23,2023-08-13T00:00:00Z,Daniel Garcia,hornebeth@example.com,5098210932647,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Producto defectuoso,55
13,Staff,East Janicemouth,Tv,200,8,2023-09-23T00:00:00Z,Angela Taylor,hornebeth@example.com,848-723-3346,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,4
16,Home,Trujillofort,Leader,2600,30,2023-01-18T00:00:00Z,Dr. Monica Woods,rbrown@example.org,001-557-543-1910,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Producto defectuoso,55
8,Door,Vasquezborough,Forward,300,25,2023-09-12T00:00:00Z,karl Cardenas,lweaver@example.org,(101)988-9703x8562,"507 Johnson Port Banksshire, AK 72140",efectivo,Entregado,Sin comentario,78
4,Focus,Briannaport,Set,900,10,2023-06-21T00:00:00Z,Mark Mays,wliu@example.net,5098210932647,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,Entregado,Producto defectuoso,4
19,Food,Briannaport,Leg,2100,18,2023-09-23T00:00:00Z,karl Cardenas,walkerraven@example.net,5098210932647,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,43
27,Trade,Kevinton,Letter,1500,18,2023-03-13T00:00:00Z,Crystal Chambers,dhuber@example.com,369.774.6572x373,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,En camino,Producto defectuoso,30
1,Dog,East Janicemouth,Set,2800,23,2023-03-13T00:00:00Z,Alan Bird,vhill@example.org,641-800-6599x2234,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Producto defectuoso,25
5,Just,Lake Juan,Member,600,10,2023-09-23T00:00:00Z,David Scott,lweaver@example.org,001-890-231-3672x1535,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Producto defectuoso,14
3,Staff,Courtneymouth,Finish,1600,11,2023-06-17T00:00:00Z,Jessica Davis,brianboyd@example.org,557.193.8141,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,54
13,Base,New Reginaldmouth,Leader,1300,27,2023-05-05T00:00:00Z,Lisa Stafford,cwilliams@example.com,6128211834900,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Producto defectuoso,97
7,Owner,Lake Juan,Group,2300,29,2022-12-04T00:00:00Z,Benjamin Chan.,sandersbeth@example.org,2661673098,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Sin comentario,55
5,Administration,Port Kelly,Movement,700,25,2023-06-07T00:00:00Z,Sean Mitchell,paul49@example.net,5098210932647,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,Entregado,Producto defectuoso,19
21,Song,Milesburgh,Rich,200,11,2022-12-04T00:00:00Z,David Scott,lweaver@example.org,369.774.6572x373,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Sin comentario,4
26,Door,East Jonathan,Letter,700,23,2023-07-25T00:00:00Z,cynthia Hayes,harperdanielle@example.net,001-890-231-3672x1535,"507 Johnson Port Banksshire, AK 72140",efectivo,En camino,Producto defectuoso,43
22,Staff,South Thomas,Forward,700,2,2023-03-14T00:00:00Z,Sharon Lowe,parkerandrew@example.org,001-557-543-1910,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,Entregado,Sin comentario,12
9,Trade,East Brittany,Pay,2500,15,2023-07-25T00:00:00Z,Dr. Monica Woods,krystalmcdaniel@example.org,6864990991,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,En camino,Sin comentario,19
24,Factor,Lindaport,Group,300,27,2023-06-07T00:00:00Z,Samantha!parker,krystalmcdaniel@example.org,339100428204920,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Sin comentario,25
11,Owner,East Josephland,Leader,2600,21,2023-06-07T00:00:00Z,Juan Manning,dhuber@example.com,0010962368217,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Sin comentario,98
19,Under,East Jonathan,Whom,2400,15,2023-07-10T00:00:00Z,Larry Welch,ydavid@example.com,2661673098,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,En camino,Sin comentario,19
21,Food,Port Alexachester,Still,1300,16,2023-06-28T00:00:00Z,David Scott,sandersbeth@example.org,6022388997526,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,38
6,Song,East Janicemouth,Group,1100,22,2023-09-23T00:00:00Z,Adam Mueller,matthew29@example.com,6304696433,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Sin comentario,98
19,Education,East Brittany,Say,3000,10,2023-07-15T00:00:00Z,sharon Lowe,cwilliams@example.com,6022388997526,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,Entregado,Producto defectuoso,18
19,Under,Nguyenshire,Leader,1300,16,2023-08-27T00:00:00Z,Samantha Hodges.,hornebeth@example.com,0010962368217,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,Entregado,Sin comentario,38
30,Up,South Thomas,Group,2300,16,2023-01-18T00:00:00Z,Kelsey Lopez,eric24@example.com,621875126511205,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Producto defectuoso,30
20,Firm,East Jonathan,Leg,200,10,2023-03-13T00:00:00Z,Andrew Mitchell,edward94@example.org,3143257035737,"67032 Megan Cliffs Suite 876 Loveside, SD 53246",tarjeta,Entregado,Sin comentario,74
15,Just,Valerietown,Job,600,9,2023-01-04T00:00:00Z,Michelle Mitchell,sandersbeth@example.org,6022388997526,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",efectivo,Entregado,Sin comentario,24
25,Owner,Brendanberg,Step,1500,16,2023-03-22T00:00:00Z,cynthia Hayes,brianboyd@example.org,2661673098,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,Entregado,Producto defectuoso,4
16,Home,East Jonathan,Whom,900,10,2023-07-08T00:00:00Z,Dr. Monica Woods,walkerraven@example.net,557.193.8141,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,En camino,Producto defectuoso,42
16,Democratic,Nguyenshire,Say,200,16,2023-08-13T00:00:00Z,Samantha Parker,dhuber@example.com,6022388997526,"29340 Murphy Parkway North Robert, KS 42070",efectivo,En camino,Sin comentario,19
26,Song,Trujillofort,Pay,1100,22,2023-07-08T00:00:00Z,Susan Harvey,edward94@example.org,3143257035737,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,18
9,Home,North Jasmine,Job,1500,12,2023-09-12T00:00:00Z,Samantha Parker,estesjon@example.org,001-557-543-1910,"30768 Louis MillLake Carmen, LA 47934",efectivo,Entregado,Sin comentario,12
15,Focus,East Janicemouth,Much,600,10,2023-03-14T00:00:00Z,David Scott,lharmon@example.net,6022388997526,"30768 Louis MillLake Carmen, LA 47934",efectivo,En camino,Sin comentario,36
9,Home,East Janicemouth,Still,2600,12,2023-02-09T00:00:00Z,Sharon Lowe,rbrown@example.org,525-194-7529,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,En camino,Sin comentario,97
15,Worry,Courtneymouth,Say,1300,25,2023-01-04T00:00:00Z,Larry Welch,schmidtkrystal@example.org,369.774.6572x373,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,En camino,Producto defectuoso,21
10,If,Nguyenshire,Letter,1100,23,2023-07-10T00:00:00Z,Larry Welch,lweaver@example.org,2661673098,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Producto defectuoso,74
21,Present,Briannaport,Forward,1500,27,2023-06-28T00:00:00Z,Alan Bird,krystalmcdaniel@example.org,2805046212,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,Entregado,Sin comentario,38
12,Up,East Josephland,Movement,2400,25,2023-08-17T00:00:00Z,susan Harvey,karaware@example.net,110559261937727,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Producto defectuoso,27
20,Firm,South Timothyberg,Group,300,10,2023-02-09T00:00:00Z,Alan Bird,rbrown@example.org,(101)988-9703x8562,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,38
26,Worry,Vasquezborough,Despite,800,10,2023-06-06T00:00:00Z,Cynthia Hayes,paul02@example.com,4914742586,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",efectivo,En camino,Sin comentario,4
18,Owner,South Thomas,Step,1100,21,2023-04-14T00:00:00Z,Robert Bryant,brianboyd@example.org,0013389556200,"29340 Murphy Parkway North Robert, KS 42070",efectivo,En camino,Producto defectuoso,39
4,Kitchen,Lindaport,Leg,1100,13,2023-09-13T00:00:00Z,Daniel Garcia,edward94@example.org,001-890-231-3672x1535,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Producto defectuoso,98
13,Create,Lindaport,Movement,900,17,2023-06-17T00:00:00Z,Crystal Chambers,lweaver@example.org,0013389556200,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,En camino,Producto defectuoso,78
14,Dog,Port Alexachester,Finish,2100,27,2023-06-06T00:00:00Z,Robert Bryant,matthew29@example.com,6304696433,USS Fuller FPO AA 30334,tarjeta,Entregado,Producto defectuoso,25
8,Door,Lindaport,Still,200,24,2023-06-21T00:00:00Z,Karl Cardenas,brianboyd@example.org,001594337542187814,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,En camino,Producto defectuoso,83
25,Base,North Brittney,Tv,2100,14,2023-02-09T00:00:00Z,Jessica Davis,schmidtkrystal@example.org,(101)988-9703x8562,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,Entregado,Producto defectuoso,39
7,Door,North Jasmine,Still,700,26,2023-07-15T00:00:00Z,Alan Bird,matthew29@example.com,001-236-332-5014x39284,"PSC 2182, Box 8243 APO AP 79039",tarjeta,En camino,Producto defectuoso,19
18,Factor,Andrewside,Spring,300,22,2023-06-28T00:00:00Z,Andrew Mitchell,eric87@example.org,3143257035737,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,En camino,Producto defectuoso,4
5,Song,East Leah,Much,200,18,2023-11-20T00:00:00Z,Jennifer Holmes,wliu@example.net,001-890-231-3672x1535,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Producto defectuoso,83
3,Worry,Jodichester,Despite,1300,11,2023-08-17T00:00:00Z,Adam Mueller,briangonzales@example.net,6128211834900,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Sin comentario,78
11,Kitchen,South Timothyberg,Pay,1500,24,2023-07-10T00:00:00Z,Cynthia Hayes,harperdanielle@example.net,525-194-7529,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,En camino,Producto defectuoso,21
8,Trade,Jessechester,Whom,800,9,2023-09-12T00:00:00Z,David Norton,karaware@example.net,001419330387387349,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,21
11,Base,New Reginaldmouth,Say,300,22,2023-08-27T00:00:00Z,Cynthia Hayes,walkerraven@example.net,0010962368217,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,En camino,Producto defectuoso,30
16,Education,North Jasmine,Leg,200,2,2023-07-25T00:00:00Z,Dr. Monica Woods,karaware@example.net,2661673098,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,En camino,Producto defectuoso,24
9,Base,Lake Juan,Member,1100,17,2023-09-13T00:00:00Z,Benjamin Chan,matthew29@example.com,001-557-543-1910,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,87
24,Focus,North Brittney,Exist,300,8,2023-07-08T00:00:00Z,David Norton,matthew29@example.com,641-800-6599x2234,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Sin comentario,12
4,Involve,Port Alexachester,Group,2100,30,2023-06-07T00:00:00Z,Larry Welch,briangonzales@example.net,641-800-6599x2234,"7474 Sean Pine Frazierchester, OK 57469",efectivo,En camino,Sin comentario,18
9,Door,Jodichester,Despite,1500,7,2023-01-04T00:00:00Z,Lisa Stafford,walkerraven@example.net,6128211834900,"50604 Anthony Villages New William, ME 95446",efectivo,Entregado,Producto defectuoso,49
24,Dog,Brendanberg,Tv,1500,11,2023-03-13T00:00:00Z,Larry Welch,dhuber@example.com,621875126511205,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,38
14,Focus,Larrychester,Individual,2300,28,2023-07-10T00:00:00Z,Crystal Chambers,eric87@example.org,1753175834,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Producto defectuoso,25
5,Food,New Reginaldmouth,Rich,2500,30,2023-08-17T00:00:00Z,David Norton,hornebeth@example.com,8572628794,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Sin comentario,38
2,Factor,Andrewside,Exist,1100,7,2023-03-22T00:00:00Z,Samantha Hodges,rdaugherty@example.net,848-723-3346,USS Fuller FPO AA 30334,efectivo,En camino,Producto defectuoso,21
1,Democratic,Brendanberg,Group,2000,21,2023-01-18T00:00:00Z,Alan Bird,eric87@example.org,001594337542187814,"29340 Murphy Parkway North Robert, KS 42070",efectivo,Entregado,Producto defectuoso,83
4,If,East Leah,Finish,700,23,2023-07-08T00:00:00Z,Dr. Monica Woods,hornebeth@example.com,3143257035737,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,En camino,Sin comentario,43
20,If,Susanton,Spring,2300,16,2023-05-06T00:00:00Z,Carla Orozco,eric87@example.org,6128211834900,USS Fuller FPO AA 30334,efectivo,En camino,Producto defectuoso,38
2,Up,Lake Juan,Tv,600,28,2023-03-13T00:00:00Z,Daniel Garcia,matthew29@example.com,2805046212,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,36
23,Just,East Brittany,Whom,300,11,2023-05-06T00:00:00Z,Carla Orozco,hornebeth@example.com,0010962368217,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,En camino,Sin comentario,83
5,Door,Andrewside,Industry,2100,26,2023-04-14T00:00:00Z,cynthia Hayes,karaware@example.net,621875126511205,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",efectivo,Entregado,Sin comentario,98
1,Six,Kevinton,Movement,2400,28,2023-10-15T00:00:00Z,Samantha Hodges,matthew29@example.com,641-800-6599x2234,USS Fuller FPO AA 30334,tarjeta,Entregado,Producto defectuoso,36
24,Owner,Jodichester,Leader,700,18,2023-08-13T00:00:00Z,Brittney Guerra,harperdanielle@example.net,8708608083698,"025 Billy RowLisaside, AR 96338",efectivo,En camino,Sin comentario,88
16,Trade,Nguyenshire,Tv,300,22,2023-06-06T00:00:00Z,Dr. Monica Woods,karaware@example.net,6128211834900,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,En camino,Producto defectuoso,28
22,Involve,East Jonathan,Movement,1500,17,2023-01-14T00:00:00Z,Cynthia Hayes,eric24@example.com,001419330387387349,"PSC 2182, Box 8243 APO AP 79039",tarjeta,En camino,Sin comentario,53
